setID	setSize	setScore	setP	setQ	setName	setID.orig
119	239	74.6829180809827	9.99900009999e-05	0.0235809752358098	Olfactory transduction	83087
424	726	138.299652015313	9.99900009999e-05	0.0235809752358098	Signaling by GPCR	106356
437	219	71.6108336342033	9.99900009999e-05	0.0235809752358098	Olfactory Signaling Pathway	106383
452	54	19.2015762363921	9.99900009999e-05	0.0235809752358098	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	106413
553	645	125.102796089448	9.99900009999e-05	0.0235809752358098	GPCR downstream signaling	119548
834	43	14.9628866413595	9.99900009999e-05	0.0235809752358098	Staphylococcus aureus infection	172846
842	10	5.44754685622049	0.0008999100089991	0.176857314268573	Advanced glycosylation endproduct receptor signaling	187092
454	15	6.83992361046211	0.000999900009999	0.176857314268573	Phosphorylation of CD3 and TCR zeta chains	106415
110	77	18.7738014078964	0.0017998200179982	0.282971702829717	Hematopoietic cell lineage	83078
855	52	13.6450203410499	0.0025997400259974	0.347283453472835	Interferon gamma signaling	187106
106	44	12.3976444416599	0.0026997300269973	0.347283453472835	Antigen processing and presentation	83074
101	113	23.4260536689699	0.0038996100389961	0.45982901709829	Cell adhesion molecules (CAMs)	83069
561	17	6.0821909856596	0.0053994600539946	0.537646235376462	PD-1 signaling	119557
152	22	7.09922057676584	0.0055994400559944	0.537646235376462	Asthma	83120
995	41	10.9907826367144	0.0056994300569943	0.537646235376462	Oxidative phosphorylation	198870
455	13	5.08750875346172	0.0060993900609939	0.539414808519148	Translocation of ZAP-70 to Immunological synapse	106416
1127	37	10.1880896668855	0.0066993300669933	0.557620708517384	Defensins	530757
1177	26	7.88071106116281	0.0074992500749925	0.565943405659434	Activation of Matrix Metalloproteinases	576264
768	50	12.2017444744332	0.0075992400759924	0.565943405659434	Respiratory electron transport	160962
270	63	14.3291571501195	0.0082991700829917	0.587166283371663	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	105921
191	14	5.04245722157623	0.0092990700929907	0.62382398123824	Glucuronidation	105722
1025	11	4.33643515970154	0.0096990300969903	0.62382398123824	Irinotecan Pathway	198905
1010	202	35.844940840451	0.0106989301069893	0.658216787016951	GPCRs, Class A Rhodopsin-like	198886
852	129	24.3824333799765	0.0130986901309869	0.768066050537803	Interferon Signaling	187103
1216	28	7.62781218825922	0.014998500149985	0.768066050537803	Keratan sulfate/keratin metabolism	645301
636	32	8.24082483008743	0.0157984201579842	0.768066050537803	FOXA1 transcription factor network	137979
1158	11	3.97728995479782	0.0165983401659834	0.768066050537803	purine nucleotides degradation II (aerobic)	545362
425	256	42.5869523713754	0.0167983201679832	0.768066050537803	Class A/1 (Rhodopsin-like receptors)	106357
350	57	12.4936978064999	0.0170982901709829	0.768066050537803	Integrin cell surface interactions	106110
664	22	6.18324271029286	0.0183981601839816	0.768066050537803	Signaling mediated by p38-alpha and p38-beta	138012
436	28	7.43399258773322	0.0184981501849815	0.768066050537803	Class C/3 (Metabotropic glutamate/pheromone receptors)	106381
1217	23	6.34571883558746	0.0188981101889811	0.768066050537803	Keratan sulfate biosynthesis	645302
848	11	3.82409203693136	0.0200979902009799	0.768066050537803	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	187099
157	33	8.25803959368958	0.0201979802019798	0.768066050537803	Primary immunodeficiency	83125
884	35	8.63104178137523	0.0208979102089791	0.768066050537803	Retinoid metabolism and transport	187208
1106	94	18.0588329207443	0.0212978702129787	0.768066050537803	The citric acid (TCA) cycle and respiratory electron transport	477137
572	38	9.08493701562393	0.0215978402159784	0.768066050537803	Intestinal immune network for IgA production	128760
942	18	5.20451945612561	0.0217978202179782	0.768066050537803	Tamoxifen metabolism	198804
1066	24	6.4123716956328	0.0218978102189781	0.768066050537803	Amyloids	366238
1176	78	15.5574921160797	0.0225977402259774	0.768066050537803	Degradation of the extracellular matrix	576263
1060	16	4.78922159277942	0.0226977302269773	0.768066050537803	Inflammasomes	366166
791	353	55.3171545295916	0.0227977202279772	0.768066050537803	GPCR ligand binding	161020
1400	34	8.29253142841042	0.0236976302369763	0.779817367100499	O-glycosylation of TSR domain-containing proteins	980460
747	38	8.94856141406507	0.0243975602439756	0.784603357846034	Malaria	152665
1286	35	8.35912253605712	0.0262973702629737	0.826906198269062	Collagen degradation	730309
1259	62	12.7263376218727	0.0292970702929707	0.887234193247342	Chemical carcinogenesis	673221
333	13	4.03094673681071	0.0297970202979702	0.887234193247342	Common Pathway	106060
850	21	5.52620153346678	0.0300969903009699	0.887234193247342	TRAF6 mediated NF-kB activation	187101
815	29	7.01008298938755	0.0321967803219678	0.928147185281472	Transport of vitamins, nucleosides, and related molecules	161075
1374	27	6.63012431129114	0.0327967203279672	0.928147185281472	Amyotrophic lateral sclerosis (ALS)	920975
1321	34	7.83663833485833	0.0337966203379662	0.937690544671023	Binding and Uptake of Ligands by Scavenger Receptors	771599
1123	10	3.26631862794306	0.0358964103589641	0.976796551114119	Termination of O-glycan biosynthesis	530748
970	22	5.46786570643565	0.0382961703829617	0.997847583662686	Blood Clotting Cascade	198840
981	28	6.68896324311048	0.0386961303869613	0.997847583662686	Statin Pathway	198852
570	44	9.3870691262186	0.0391960803919608	0.997847583662686	Viral myocarditis	125138
987	69	13.3016521398702	0.0394960503949605	0.997847583662686	Electron Transport Chain	198860
1142	14	3.9738523514706	0.0401959804019598	0.997847583662686	retinol biosynthesis	545293
105	63	12.3739246623821	0.0417958204179582	1	Complement and coagulation cascades	83073
654	32	7.27965368236495	0.0427957204279572	1	IL23-mediated signaling events	138000
955	18	4.68659042873623	0.0431956804319568	1	Glucuronidation	198821
1222	13	3.74360134700462	0.0432956704329567	1	HS-GAG degradation	645307
1168	19	4.84661191346673	0.0438956104389561	1	Regulation of Complement cascade	576254
1399	77	14.3312929551105	0.0447955204479552	1	O-linked glycosylation	980459
366	16	4.25024064788283	0.045995400459954	1	Chylomicron-mediated lipid transport	106157
1367	21	5.16853852981504	0.0466953304669533	1	Laminin interactions	906029
1373	16	4.19046113720355	0.0493950604939506	1	Vitamin B12 Metabolism	920974
1175	230	36.3005298687788	0.0498950104989501	1	Extracellular matrix organization	576262
1061	11	3.22570325471923	0.0505949405059494	1	The NLRP3 inflammasome	366167
59	33	7.23731129424985	0.0518948105189481	1	Porphyrin and chlorophyll metabolism	83021
431	12	3.39146087937001	0.0518948105189481	1	Eicosanoid ligand-binding receptors	106370
7	19	4.68659042873623	0.0527947205279472	1	Ascorbate and aldarate metabolism	82932
1104	54	10.4746744320088	0.0571942805719428	1	Meiosis	477133
607	39	8.05881246713817	0.057994200579942	1	amb2 Integrin signaling	137945
456	25	5.66132037399613	0.0591940805919408	1	Generation of second messenger molecules	106417
4	24	5.43859175693412	0.0613938606139386	1	Pentose and glucuronate interconversions	82929
63	57	10.8201543543589	0.061993800619938	1	Metabolism of xenobiotics by cytochrome P450	83031
